KOPR;KOSU;KOBO;NOKOPR;UD01PR;UD02PR;PM;PMIFRS;TIMOUL;PPUL01;PPUL02;TAUL;VALI;PMIN;FMPR;PFPR;HFPR;MRPR;RUPR;ULT_COMPRA;ULT_VENTA;STFI;VALSTOCK;PRMEDIO;UNIDAD;
"PCA960EXOPAR1";"006";"007";"ESMALTE AL AGUA COPPER C/COBRE 960 AMARILLO REY GL";"GL";"GL";        6990.22031;        6990.22031;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           5.00000;       34951.10155;        6990.22031;"GL";
"PCA980ECOVAM1";"007";"014";"ECOVIT PLUS PISOS Y DEMARCACION AMARILLO GL";"GL";"BD";       13168.25000;       13168.25000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"";"";"";"";"/  /";"/  /";           4.00000;       52673.00000;       13168.25000;"BD";
"PCA912EIOCR06";"004";"006";"TEXTU EIFS G-10 OCRE SOBARZO 4 GALONES.";"GL";"BD";        3998.00000;        3998.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0004";"";"";"/  /";"/  /";          35.00000;      559720.00000;       15992.00000;"BD";
"PCA912G10BI06";"004";"006";"PROFINISH G-10 BASE INCOLORA 4 GALONES";"GL";"BD";        3486.81902;        3486.81902;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"01";"/  /";"/  /";         117.00000;     1631831.30136;       13947.27608;"BD";
"PCA907ROJO001";"004";"015";"ZINC ACRYL ROJO OXIDO GL.";"GL";"GL";        7290.39674;        7260.22188;"N";        7890.00000;        7890.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";           1.00000;        7290.39674;        7290.39674;"GL";
"PCA907ROJO001";"006";"007";"ZINC ACRYL ROJO OXIDO GL.";"GL";"GL";        7290.39674;        7260.22188;"N";        7890.00000;        7890.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";          18.00000;      131227.14132;        7290.39674;"GL";
"PCA907ROJO001";"007";"014";"ZINC ACRYL ROJO OXIDO GL.";"GL";"GL";        7290.39674;        7260.22188;"N";        7890.00000;        7890.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";           4.00000;       29161.58696;        7290.39674;"GL";
"PCA907VERD056";"004";"006";"ZINC ACRYL VERDE 4 GALONES";"GL";"BD";        6302.30641;        6302.30641;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";          12.00000;      302510.70768;       25209.22564;"BD";
"PCA907VERD056";"006";"007";"ZINC ACRYL VERDE 4 GALONES";"GL";"BD";        6302.30641;        6302.30641;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";           5.00000;      126046.12820;       25209.22564;"BD";
"PCA907VERD056";"007";"014";"ZINC ACRYL VERDE 4 GALONES";"GL";"BD";        6302.30641;        6302.30641;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"";"";"01";"/  /";"/  /";           4.00000;      100836.90256;       25209.22564;"BD";
"PCA912G25BI06";"004";"006";"PROFINISH G-25 BASE INCOLORA 4 GALONES";"GL";"BD";        3679.24210;        3679.24210;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"01";"/  /";"/  /";          51.00000;      750565.38840;       14716.96840;"BD";
"ZZENVASES02";"004";"004";"FLETE ENVASES 1/4.";"UN";"UN";          30.00000;          30.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";      877501.00000;    26325030.00000;          30.00000;"UN";
"ZZPALLET";"004";"004";"PALLET";"UN";"UN";        5494.23425;        5494.23425;"N";        5000.00000;        5000.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";          67.00000;      368113.69475;        5494.23425;"UN";
"ZZPALLET";"004";"006";"PALLET";"UN";"UN";        5494.23425;        5494.23425;"N";        5000.00000;        5000.00000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";        5916.00000;    32503889.82300;        5494.23425;"UN";
"PCA960ECOPBL6";"004";"006";"ESMALTE AL AGUA COPPER 960 BLANCO 4 GALONES.";"GL";"BD";        5364.08622;        5364.08622;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";         107.00000;     2295828.90216;       21456.34488;"BD";
"PCA960ECOPBL6";"006";"007";"ESMALTE AL AGUA COPPER 960 BLANCO 4 GALONES.";"GL";"BD";        5364.08622;        5364.08622;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          36.00000;      772428.41568;       21456.34488;"BD";
"PCA960ECOPLS2";"004";"006";"ESMALTE AL AGUA COPPER 960 LINO SUAVE 1/4.";"GL";"04";        8279.33999;        8234.46461;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          28.00000;       57955.37993;        2069.83500;"04";
"PCAHORSW70454";"004";"006";"ESTUCO HORMIGON SW-7045 24KG BD.";"GL";"BD";        4925.46889;        4925.46889;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0001";"";"";"/  /";"/  /";           4.00000;       78807.50224;       19701.87556;"BD";
"PCAPIGEXTERNO";"004";"010";"PIGMENTOS EXTERNOS SALDOS";"KG";"KG";        2000.00000;        2000.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"005";"";"";"";"";"/  /";"/  /";           0.00400;           8.00000;        2000.00000;"KG";
"PCA909EH70396";"004";"006";"ESTUCO HORMIGON SW-7039 4 GALONES.";"GL";"BD";        5891.25680;        5891.25680;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0001";"";"";"/  /";"/  /";           5.00000;      117825.13600;       23565.02720;"BD";
"PCA909S701606";"004";"006";"TEXTURENE G-10 SW-7016 4 GALONES";"GL";"BD";        3256.84756;        3256.84756;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"";"";"";"/  /";"/  /";           1.00000;       13027.39024;       13027.39024;"BD";
"PCA909SW70456";"004";"006";"ESTUCO ELASTOMERICO SW-7045 4 GALONES.";"GL";"BD";        3804.90644;        3804.90644;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0003";"";"";"/  /";"/  /";           1.00000;       15219.62576;       15219.62576;"BD";
"PCA909SW70456";"004";"015";"ESTUCO ELASTOMERICO SW-7045 4 GALONES.";"GL";"BD";        3804.90644;        3804.90644;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0003";"";"";"/  /";"/  /";           1.00000;       15219.62576;       15219.62576;"BD";
"PCA904BASIN06";"004";"006";"OLEO SEMIBRILLO BASE OSCURA 4 GALONES";"GL";"BD";        6914.71569;        6915.08282;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0002";"";"";"/  /";"/  /";           9.00000;      248929.76484;       27658.86276;"BD";
"PCA904BASIN06";"007";"014";"OLEO SEMIBRILLO BASE OSCURA 4 GALONES";"GL";"BD";        6914.71569;        6915.08282;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0002";"0002";"";"";"/  /";"/  /";           2.00000;       55317.72552;       27658.86276;"BD";
"PCAEXTRACUB01";"004";"006";"LATEX SUPERCUBRIENTE BLANCO GL";"GL";"GL";        5383.16039;        5383.16037;"N";        8300.00000;        8300.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"01";"/  /";"/  /";         184.00000;      990501.51176;        5383.16039;"GL";
"PCAEXTRACUB01";"006";"007";"LATEX SUPERCUBRIENTE BLANCO GL";"GL";"GL";        5383.16039;        5383.16037;"N";        8300.00000;        8300.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"01";"/  /";"/  /";          12.00000;       64597.92468;        5383.16039;"GL";
"PCAEXTRACUB01";"007";"014";"LATEX SUPERCUBRIENTE BLANCO GL";"GL";"GL";        5383.16039;        5383.16037;"N";        8300.00000;        8300.00000;           1.00000;           0.00000;           0.00000;"003";"0001";"0001";"";"01";"/  /";"/  /";          24.00000;      129195.84936;        5383.16039;"GL";
"PCASPSBAME006";"004";"006";"ESMALTE AL AGUA SMART COPPER BASE MEDIA 4 GALONES";"GL";"BD";        4652.34418;        4652.34418;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";           8.00000;      148875.01376;       18609.37672;"BD";
"R201";"004";"008";"RESINA BASE SOLVENTE LARGA.";"KG";"KG";        2150.10069;        2063.43993;"N";        2114.72000;        2114.72000;           1.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";        7993.61000;    17187066.37659;        2150.10069;"KG";
"RCM0020100";"001";"002";"KX - BLANCO";"04";"04";       15226.55970;       15226.55970;"N";       15231.00000;       15231.00000;           1.00000;           0.00000;           0.00000;"005";"";"";"";"";"/  /";"/  /";           3.75000;       57099.59888;       15226.55970;"04";
"RCM0020100";"004";"006";"KX - BLANCO";"04";"04";       15226.55970;       15226.55970;"N";       15231.00000;       15231.00000;           1.00000;           0.00000;           0.00000;"005";"";"";"";"";"/  /";"/  /";          59.00000;      898367.02230;       15226.55970;"04";
"SEMI00STOPWTR";"004";"010";"SEMI ELABORADO STOP WATER KG.";"KG";"KG";        3342.03652;        3342.03652;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";           0.00200;           6.68407;        3342.03652;"KG";
"ZZETIQUETAFAB";"004";"004";"ETIQUETA FABRICACION";"UN";"UN";          51.00000;          51.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"004";"";"";"";"";"/  /";"/  /";      289682.86700;    14773826.21700;          51.00000;"UN";
"ZZFALABELLA";"004";"006";"COMISION FALABELLA";"UN";"UN";      281401.25783;      284744.88356;"N";      289816.00000;      289816.00000;           1.00000;           0.00000;           0.00000;"008";"";"";"";"";"/  /";"/  /";          32.00000;     9004840.25056;      281401.25783;"UN";
"ZZMANTESANTIA";"006";"007";"MANTENCIONES SANTIAGO";"UN";"UN";        6524.57143;        6524.57143;"N";       50000.00000;       50000.00000;           1.00000;           0.00000;           0.00000;"008";"";"";"";"";"/  /";"/  /";          35.00000;      228360.00005;        6524.57143;"UN";
"PCA925SW70106";"004";"015";"HIDROPLUS AR. SW-7010 4 GALONES.";"GL";"BD";        5387.00000;        5387.00000;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"0001";"";"";"/  /";"/  /";           1.00000;       21548.00000;       21548.00000;"BD";
"PCA909TEXREN6";"004";"006";"TEXTURENE G-10 BLANCO 4 GALONES";"GL";"BD";        3283.49176;        3283.49176;"N";        5094.00000;       20376.00000;           1.00000;           0.00000;           0.00000;"003";"0004";"";"";"01";"/  /";"/  /";          41.00000;      538492.64864;       13133.96704;"BD";
"PCA909TEXREN6";"004";"015";"TEXTURENE G-10 BLANCO 4 GALONES";"GL";"BD";        3283.49176;        3283.49176;"N";        5094.00000;       20376.00000;           1.00000;           0.00000;           0.00000;"003";"0004";"";"";"01";"/  /";"/  /";           1.00000;       13133.96704;       13133.96704;"BD";
"PCA909TEXREN6";"007";"014";"TEXTURENE G-10 BLANCO 4 GALONES";"GL";"BD";        3283.49176;        3283.49176;"N";        5094.00000;       20376.00000;           1.00000;           0.00000;           0.00000;"003";"0004";"";"";"01";"/  /";"/  /";          36.00000;      472822.81344;       13133.96704;"BD";
"PCAPLUS921001";"004";"006";"FIBROCOPPER  INCOLORO GL.";"GL";"GL";        4240.85090;        4240.85090;"N";       12858.00000;       12858.00000;           1.00000;           0.00000;           0.00000;"003";"0005";"0001";"";"01";"/  /";"/  /";          22.00000;       93298.71980;        4240.85090;"GL";
"PCAPLUS921001";"006";"007";"FIBROCOPPER  INCOLORO GL.";"GL";"GL";        4240.85090;        4240.85090;"N";       12858.00000;       12858.00000;           1.00000;           0.00000;           0.00000;"003";"0005";"0001";"";"01";"/  /";"/  /";           5.00000;       21204.25450;        4240.85090;"GL";
"PCAPLUS921056";"004";"006";"FIBROCOPPER INCOLORO 4 GALONES";"GL";"BD";        3214.64848;        3214.64848;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"0001";"";"01";"/  /";"/  /";          28.00000;      360040.62976;       12858.59392;"BD";
"PCAPLUS921056";"006";"007";"FIBROCOPPER INCOLORO 4 GALONES";"GL";"BD";        3214.64848;        3214.64848;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"0001";"";"01";"/  /";"/  /";           2.00000;       25717.18784;       12858.59392;"BD";
"PCA925L8534M6";"004";"006";"HIDROCOPPER MODULAR LLAIMA Y Mr. 8534M 4 GALONES";"GL";"BD";        6847.72569;        6847.72569;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"0001";"";"";"/  /";"/  /";          52.00000;     1424326.94352;       27390.90276;"BD";
"PCASPSNEGR006";"004";"006";"ESMALTE AGUA SMART COPPER NEGRO 4 GALONES";"GL";"BD";        3645.47500;        3645.47500;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0001";"0002";"";"";"/  /";"/  /";          18.00000;      262474.20000;       14581.90000;"BD";
"PCA912IMPTEX6";"004";"006";"IMPRIMANTE BLANCO 4 GALONES";"GL";"BD";        3153.81206;        3153.81206;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"";"";"01";"/  /";"/  /";          20.00000;      252304.96480;       12615.24824;"BD";
"PCA912IMPTEX6";"007";"014";"IMPRIMANTE BLANCO 4 GALONES";"GL";"BD";        3153.81206;        3153.81206;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"";"";"01";"/  /";"/  /";          12.00000;      151382.97888;       12615.24824;"BD";
"PCA912EI25BL6";"004";"006";"TEXTU EIFS G-25 BLANCO 4 GALONES";"GL";"BD";        4031.25084;        4031.92462;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0004";"";"01";"/  /";"/  /";         140.00000;     2257500.47040;       16125.00336;"BD";
"PCA912EI25BL6";"007";"014";"TEXTU EIFS G-25 BLANCO 4 GALONES";"GL";"BD";        4031.25084;        4031.92462;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0004";"";"01";"/  /";"/  /";          36.00000;      580500.12096;       16125.00336;"BD";
"PCASMARTBO001";"004";"006";"SMART COPPER SANTINADO BASE OSCURA GL.";"GL";"GL";        4372.15636;        4372.15636;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0005";"0002";"";"01";"/  /";"/  /";          55.00000;      240468.59980;        4372.15636;"GL";
"PCA912SW77576";"004";"006";"PROFINISH G-25 SW 7757 4 GALONES";"GL";"BD";        4703.54167;        4703.54167;"";           0.00000;           0.00000;           0.00000;           0.00000;           0.00000;"003";"0004";"0002";"";"";"/  /";"/  /";           6.00000;      112885.00008;       18814.16668;"BD";
